ix,iy,clng,clat,town,anchor_count,anchor_names,mentions_sum,oai_sum,poi_count,avg_rating,review_total,culture,tourism,mismatch,category
32,71,112.98425,23.11975,狮山镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
81,73,113.20475,23.12875,里水镇,0,,0.0,0.0,3,4.3,1,0.0,32.1,32.1,一般地带
75,48,113.17775,23.01625,桂城街道,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
41,25,113.02475,22.91275,丹灶镇,0,,0.0,0.0,2,4.3,1,0.0,29.96,29.96,一般地带
28,62,112.96625,23.07925,狮山镇,0,,0.0,0.0,1,4.2,21,0.0,42.36,42.36,一般地带
82,74,113.20925,23.13325,里水镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
68,96,113.14625,23.23225,里水镇,0,,0.0,0.0,2,4.3,1,0.0,29.96,29.96,一般地带
75,83,113.17775,23.17375,里水镇,0,,0.0,0.0,2,4.3,1,0.0,29.96,29.96,一般地带
76,56,113.18225,23.05225,桂城街道,0,,0.0,0.0,5,4.65,11,0.0,48.35,48.35,一般地带
70,50,113.15525,23.02525,桂城街道,0,,0.0,0.0,18,4.3,1,0.0,43.71,43.71,一般地带
75,63,113.17775,23.08375,里水镇,0,,0.0,0.0,5,4.3,1,0.0,35.12,35.12,一般地带
31,19,112.97975,22.88575,西樵镇,0,,0.0,0.0,3,4.1,2,0.0,33.98,33.98,一般地带
71,74,113.15975,23.13325,里水镇,0,,0.0,0.0,4,4.35,2,0.0,36.64,36.64,一般地带
90,49,113.24525,23.02075,桂城街道,0,,0.0,0.0,1,4.3,2,0.0,29.61,29.61,一般地带
74,49,113.17325,23.02075,桂城街道,0,,0.0,0.0,3,4.23,3,0.0,36.4,36.4,一般地带
62,71,113.11925,23.11975,大沥镇,0,,0.0,0.0,7,4.4,1,0.0,37.67,37.67,一般地带
71,70,113.15975,23.11525,里水镇,0,,0.0,0.0,8,4.3,3,0.0,42.72,42.72,一般地带
69,83,113.15075,23.17375,里水镇,0,,0.0,0.0,1,4.2,1,0.0,26.54,26.54,一般地带
76,70,113.18225,23.11525,大沥镇,0,,0.0,0.0,21,4.45,2,0.0,48.08,48.08,一般地带
68,59,113.14625,23.06575,桂城街道,0,,0.0,0.0,8,4.1,1,0.0,37.34,37.34,一般地带
86,52,113.22725,23.03425,桂城街道,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
67,56,113.14175,23.05225,桂城街道,0,,0.0,0.0,20,4.05,22,0.0,59.57,59.57,空心景点
72,69,113.16425,23.11075,大沥镇,0,,0.0,0.0,3,4.3,1,0.0,32.1,32.1,一般地带
36,9,113.00225,22.84075,丹灶镇,0,,0.0,0.0,6,3.1,1,0.0,31.47,31.47,一般地带
66,93,113.13725,23.21875,里水镇,0,,0.0,0.0,4,3.85,4,0.0,38.01,38.01,一般地带
80,75,113.20025,23.13775,大沥镇,0,,0.0,0.0,10,4.3,1,0.0,39.64,39.64,一般地带
80,47,113.20025,23.01175,桂城街道,0,,0.0,0.0,6,4.3,1,0.0,36.27,36.27,一般地带
72,87,113.16425,23.19175,里水镇,0,,0.0,0.0,5,4.25,2,0.0,37.6,37.6,一般地带
70,70,113.15525,23.11525,里水镇,0,,0.0,0.0,6,3.8,2,0.0,36.95,36.95,一般地带
36,6,113.00225,22.82725,九江镇,0,,0.0,0.0,3,4.2,2,0.0,34.38,34.38,一般地带
69,64,113.15075,23.08825,里水镇,0,,0.0,0.0,3,3.95,2,0.0,33.38,33.38,一般地带
28,60,112.96625,23.07025,狮山镇,0,,0.0,0.0,1,4.2,1,0.0,26.54,26.54,一般地带
73,78,113.16875,23.15125,里水镇,0,,0.0,0.0,2,4.3,1,0.0,29.96,29.96,一般地带
89,47,113.24075,23.01175,桂城街道,0,,0.0,0.0,3,4.1,1,0.0,31.3,31.3,一般地带
71,59,113.15975,23.06575,桂城街道,0,,0.0,0.0,10,4.3,2,0.0,42.31,42.31,一般地带
62,68,113.11925,23.10625,大沥镇,0,,0.0,0.0,13,4.27,3,0.0,45.89,45.89,一般地带
57,73,113.09675,23.12875,大沥镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
61,69,113.11475,23.11075,大沥镇,0,,0.0,0.0,95,3.8,2,0.0,56.45,56.45,空心景点
80,72,113.20025,23.12425,里水镇,0,,0.0,0.0,3,3.73,4,0.0,35.87,35.87,一般地带
73,44,113.16875,22.99825,桂城街道,0,,0.0,0.0,5,4.2,2,0.0,37.4,37.4,一般地带
72,71,113.16425,23.11975,里水镇,0,,0.0,0.0,6,4.3,1,0.0,36.27,36.27,一般地带
73,89,113.16875,23.20075,里水镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
46,57,113.04725,23.05675,狮山镇,0,,0.0,0.0,15,3.93,3,0.0,45.52,45.52,一般地带
72,77,113.16425,23.14675,里水镇,0,,0.0,0.0,1,4.2,1,0.0,26.54,26.54,一般地带
66,67,113.13725,23.10175,里水镇,0,,0.0,0.0,3,3.8,1,0.0,30.1,30.1,一般地带
67,78,113.14175,23.15125,里水镇,0,,0.0,0.0,1,4.2,1,0.0,26.54,26.54,一般地带
44,55,113.03825,23.04775,狮山镇,0,,0.0,0.0,36,4.3,1,0.0,48.68,48.68,一般地带
61,67,113.11475,23.10175,大沥镇,0,,0.0,0.0,6,4.1,2,0.0,38.15,38.15,一般地带
20,65,112.93025,23.09275,丹灶镇,0,,0.0,0.0,2,4.2,1,0.0,29.56,29.56,一般地带
47,60,113.05175,23.07025,狮山镇,0,,0.0,0.0,13,3.75,2,0.0,41.91,41.91,一般地带
72,48,113.16425,23.01625,桂城街道,0,,0.0,0.0,3,4.2,4,0.0,37.75,37.75,一般地带
72,51,113.16425,23.02975,桂城街道,0,,0.0,0.0,11,3.9,1,0.0,38.69,38.69,一般地带
54,94,113.08325,23.22325,大沥镇,0,,0.0,0.0,4,4.1,1,0.0,32.96,32.96,一般地带
71,85,113.15975,23.18275,里水镇,0,,0.0,0.0,6,4.2,1,0.0,35.87,35.87,一般地带
27,57,112.96175,23.05675,丹灶镇,0,,0.0,0.0,2,3.8,2,0.0,30.64,30.64,一般地带
34,67,112.99325,23.10175,狮山镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
64,100,113.12825,23.25025,里水镇,0,,0.0,0.0,37,4.0,1,0.0,47.67,47.67,一般地带
62,67,113.11925,23.10175,大沥镇,0,,0.0,0.0,5,3.9,1,0.0,33.52,33.52,一般地带
69,88,113.15075,23.19625,里水镇,0,,0.0,0.0,8,3.95,2,0.0,39.42,39.42,一般地带
65,102,113.13275,23.25925,里水镇,0,,0.0,0.0,4,4.1,1,0.0,32.96,32.96,一般地带
70,87,113.15525,23.19175,里水镇,0,,0.0,0.0,6,4.1,3,0.0,40.05,40.05,一般地带
60,69,113.11025,23.11075,大沥镇,0,,0.0,0.0,7,4.1,1,0.0,36.47,36.47,一般地带
75,51,113.17775,23.02975,桂城街道,0,,0.0,0.0,7,4.4,1,0.0,37.67,37.67,一般地带
84,52,113.21825,23.03425,桂城街道,0,,0.0,0.0,12,4.2,1,0.0,40.48,40.48,一般地带
77,76,113.18675,23.14225,大沥镇,0,,0.0,0.0,5,4.0,1,0.0,33.92,33.92,一般地带
41,26,113.02475,22.91725,丹灶镇,0,,0.0,0.0,5,4.2,1,0.0,34.72,34.72,一般地带
72,62,113.16425,23.07925,桂城街道,0,,0.0,0.0,3,4.0,2,0.0,33.58,33.58,一般地带
56,70,113.09225,23.11525,大沥镇,0,,0.0,0.0,2,3.35,2,0.0,28.84,28.84,一般地带
65,62,113.13275,23.07925,大沥镇,0,,0.0,0.0,5,4.1,1,0.0,34.32,34.32,一般地带
58,60,113.10125,23.07025,大沥镇,0,,0.0,0.0,5,4.25,2,0.0,37.6,37.6,一般地带
52,68,113.07425,23.10625,大沥镇,0,,0.0,0.0,3,4.3,1,0.0,32.1,32.1,一般地带
84,51,113.21825,23.02975,桂城街道,0,,0.0,0.0,6,3.4,1,0.0,32.67,32.67,一般地带
37,23,113.00675,22.90375,丹灶镇,0,,0.0,0.0,3,3.8,1,0.0,30.1,30.1,一般地带
70,45,113.15525,23.00275,桂城街道,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
53,73,113.07875,23.12875,大沥镇,0,,0.0,0.0,3,3.75,2,0.0,32.58,32.58,一般地带
59,85,113.10575,23.18275,大沥镇,0,,0.0,0.0,2,4.55,15,0.0,44.68,44.68,一般地带
68,52,113.14625,23.03425,桂城街道,0,,0.0,0.0,80,4.1,1,0.0,53.71,53.71,空心景点
8,11,112.87625,22.84975,西樵镇,0,,0.0,0.0,1,4.5,200,0.0,58.16,58.16,空心景点
56,59,113.09225,23.06575,狮山镇,0,,0.0,0.0,1,4.3,11,0.0,38.76,38.76,一般地带
3,12,112.85375,22.85425,西樵镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
30,28,112.97525,22.92625,西樵镇,0,,0.0,0.0,1,4.7,1,0.0,28.54,28.54,一般地带
68,56,113.14625,23.05225,桂城街道,0,,0.0,0.0,8,4.1,76,0.0,61.44,61.44,空心景点
60,86,113.11025,23.18725,狮山镇,0,,0.0,0.0,2,4.35,36,0.0,49.42,49.42,一般地带
82,50,113.20925,23.02525,桂城街道,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
52,94,113.07425,23.22325,大沥镇,0,,0.0,0.0,17,4.1,3,0.0,47.08,47.08,一般地带
78,50,113.19125,23.02525,桂城街道,0,,0.0,0.0,4,3.9,4,0.0,38.21,38.21,一般地带
82,65,113.20925,23.09275,里水镇,0,,0.0,0.0,2,3.4,1,0.0,26.36,26.36,一般地带
34,20,112.99325,22.89025,丹灶镇,0,,0.0,0.0,3,3.9,1,0.0,30.5,30.5,一般地带
68,65,113.14625,23.09275,里水镇,0,,0.0,0.0,8,3.8,1,0.0,36.14,36.14,一般地带
35,65,112.99775,23.09275,狮山镇,0,,0.0,0.0,1,3.9,2,0.0,28.01,28.01,一般地带
55,66,113.08775,23.09725,大沥镇,0,,0.0,0.0,3,3.8,1,0.0,30.1,30.1,一般地带
67,96,113.14175,23.23225,里水镇,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
66,92,113.13725,23.21425,里水镇,0,,0.0,0.0,1,3.9,2,0.0,28.01,28.01,一般地带
38,90,113.01125,23.20525,狮山镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
27,37,112.96175,22.96675,西樵镇,0,,0.0,0.0,1,3.9,3,0.0,29.91,29.91,一般地带
68,97,113.14625,23.23675,里水镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
41,58,113.02475,23.06125,狮山镇,0,,0.0,0.0,2,3.9,1,0.0,28.36,28.36,一般地带
60,72,113.11025,23.12425,大沥镇,0,,0.0,0.0,3,4.1,1,0.0,31.3,31.3,一般地带
39,90,113.01575,23.20525,狮山镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
79,71,113.19575,23.11975,大沥镇,0,,0.0,0.0,4,3.6,2,0.0,33.64,33.64,一般地带
80,89,113.20025,23.20075,里水镇,0,,0.0,0.0,1,4.3,2,0.0,29.61,29.61,一般地带
66,85,113.13725,23.18275,里水镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
73,71,113.16875,23.11975,里水镇,0,,0.0,0.0,4,3.6,1,0.0,30.96,30.96,一般地带
60,67,113.11025,23.10175,大沥镇,0,,0.0,0.0,14,4.0,1,0.0,40.75,40.75,一般地带
57,70,113.09675,23.11525,大沥镇,0,,0.0,0.0,5,3.73,3,0.0,37.42,37.42,一般地带
68,74,113.14625,23.13325,里水镇,0,,0.0,0.0,3,3.6,8,0.0,39.23,39.23,一般地带
40,61,113.02025,23.07475,狮山镇,0,,0.0,0.0,8,3.9,1,0.0,36.54,36.54,一般地带
37,78,113.00675,23.15125,狮山镇,0,,0.0,0.0,2,3.8,1,0.0,27.96,27.96,一般地带
20,42,112.93025,22.98925,丹灶镇,0,,0.0,0.0,3,3.5,2,0.0,31.58,31.58,一般地带
15,29,112.90775,22.93075,西樵镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
73,52,113.16875,23.03425,桂城街道,0,,0.0,0.0,12,3.8,1,0.0,38.88,38.88,一般地带
45,52,113.04275,23.03425,丹灶镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
52,72,113.07425,23.12425,大沥镇,0,,0.0,0.0,5,3.7,1,0.0,32.72,32.72,一般地带
79,87,113.19575,23.19175,里水镇,0,,0.0,0.0,2,4.0,2,0.0,31.44,31.44,一般地带
75,72,113.17775,23.12425,里水镇,0,,0.0,0.0,5,3.8,2,0.0,35.8,35.8,一般地带
80,51,113.20025,23.02975,桂城街道,0,,0.0,0.0,11,3.65,2,0.0,40.36,40.36,一般地带
40,58,113.02025,23.06125,狮山镇,0,,0.0,0.0,2,3.6,11,0.0,38.98,38.98,一般地带
28,31,112.96625,22.93975,西樵镇,0,,0.0,0.0,1,3.4,1,0.0,23.34,23.34,双低空白
71,80,113.15975,23.16025,里水镇,0,,0.0,0.0,4,3.75,2,0.0,34.24,34.24,一般地带
45,60,113.04275,23.07025,狮山镇,0,,0.0,0.0,3,3.8,1,0.0,30.1,30.1,一般地带
76,62,113.18225,23.07925,大沥镇,0,,0.0,0.0,1,4.3,7,0.0,36.09,36.09,一般地带
28,36,112.96625,22.96225,丹灶镇,0,,0.0,0.0,19,4.0,1,0.0,42.89,42.89,一般地带
40,5,113.02025,22.82275,丹灶镇,0,,0.0,0.0,3,3.5,1,0.0,28.9,28.9,一般地带
64,55,113.12825,23.04775,桂城街道,0,,0.0,0.0,6,4.2,1,0.0,35.87,35.87,一般地带
41,3,113.02475,22.81375,九江镇,0,,0.0,0.0,1,4.4,11,0.0,39.16,39.16,一般地带
31,24,112.97975,22.90825,西樵镇,0,,0.0,0.0,2,4.25,8,0.0,39.69,39.69,一般地带
57,68,113.09675,23.10625,大沥镇,0,,0.0,0.0,12,4.3,1,0.0,40.88,40.88,一般地带
40,7,113.02025,22.83175,九江镇,0,,0.0,0.0,9,3.85,4,0.0,43.18,43.18,一般地带
69,59,113.15075,23.06575,桂城街道,0,,0.0,0.0,334,3.93,3,0.0,68.18,68.18,空心景点
26,32,112.95725,22.94425,西樵镇,0,,0.0,0.0,9,4.3,2,0.0,41.6,41.6,一般地带
81,74,113.20475,23.13325,大沥镇,0,,0.0,0.0,7,4.33,3,0.0,41.96,41.96,一般地带
58,91,113.10125,23.20975,里水镇,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
44,53,113.03825,23.03875,丹灶镇,0,,0.0,0.0,5,4.2,1,0.0,34.72,34.72,一般地带
45,56,113.04275,23.05225,狮山镇,0,,0.0,0.0,6,4.3,1,0.0,36.27,36.27,一般地带
64,60,113.12825,23.07025,桂城街道,0,,0.0,0.0,3,4.3,3,0.0,36.68,36.68,一般地带
70,63,113.15525,23.08375,里水镇,0,,0.0,0.0,16,3.7,1,0.0,40.48,40.48,一般地带
72,80,113.16425,23.16025,里水镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
67,54,113.14175,23.04325,桂城街道,0,,0.0,0.0,19,3.7,1,0.0,41.69,41.69,一般地带
61,68,113.11475,23.10625,大沥镇,0,,0.0,0.0,64,2.9,1,0.0,47.27,47.27,一般地带
77,52,113.18675,23.03425,桂城街道,0,,0.0,0.0,17,3.8,6,0.0,49.58,49.58,一般地带
47,75,113.05175,23.13775,狮山镇,0,,0.0,0.0,2,3.45,2,0.0,29.24,29.24,一般地带
65,100,113.13275,23.25025,里水镇,0,,0.0,0.0,19,3.7,1,0.0,41.69,41.69,一般地带
65,58,113.13275,23.06125,桂城街道,0,,0.0,0.0,15,3.6,1,0.0,39.63,39.63,一般地带
34,25,112.99325,22.91275,西樵镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
21,27,112.93475,22.92175,西樵镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
24,51,112.94825,23.02975,丹灶镇,0,,0.0,0.0,3,4.3,1,0.0,32.1,32.1,一般地带
62,82,113.11925,23.16925,大沥镇,0,,0.0,0.0,3,3.95,2,0.0,33.38,33.38,一般地带
74,87,113.17325,23.19175,里水镇,0,,0.0,0.0,3,4.2,1,0.0,31.7,31.7,一般地带
64,58,113.12825,23.06125,桂城街道,0,,0.0,0.0,11,4.05,5,0.0,46.54,46.54,一般地带
90,44,113.24525,22.99825,桂城街道,0,,0.0,0.0,2,4.2,2,0.0,32.24,32.24,一般地带
77,70,113.18675,23.11525,大沥镇,0,,0.0,0.0,45,3.75,2,0.0,50.77,50.77,空心景点
82,51,113.20925,23.02975,桂城街道,0,,0.0,0.0,6,3.7,2,0.0,36.55,36.55,一般地带
75,50,113.17775,23.02525,桂城街道,0,,0.0,0.0,3,3.7,1,0.0,29.7,29.7,一般地带
66,94,113.13725,23.22325,里水镇,0,,0.0,0.0,3,4.0,1,0.0,30.9,30.9,一般地带
42,68,113.02925,23.10625,狮山镇,0,,0.0,0.0,2,3.05,2,0.0,27.64,27.64,一般地带
16,49,112.91225,23.02075,丹灶镇,0,,0.0,0.0,2,2.9,1,0.0,24.36,24.36,双低空白
77,55,113.18675,23.04775,桂城街道,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
77,54,113.18675,23.04325,桂城街道,0,,0.0,0.0,3,3.9,1,0.0,30.5,30.5,一般地带
22,63,112.93925,23.08375,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
61,104,113.11475,23.26825,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
82,48,113.20925,23.01625,桂城街道,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
75,68,113.17775,23.10625,大沥镇,0,,0.0,0.0,19,0.0,0,0.0,22.32,22.32,双低空白
31,68,112.97975,23.10625,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
68,51,113.14625,23.02975,桂城街道,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
69,68,113.15075,23.10625,里水镇,0,,0.0,0.0,13,3.2,0,0.0,32.46,32.46,一般地带
67,100,113.14175,23.25025,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
57,83,113.09675,23.17375,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
70,54,113.15525,23.04325,桂城街道,0,,0.0,0.0,11,4.2,2,0.0,42.56,42.56,一般地带
68,50,113.14625,23.02525,桂城街道,0,,0.0,0.0,6,4.55,2,0.0,39.95,39.95,一般地带
74,55,113.17325,23.04775,桂城街道,0,,0.0,0.0,18,4.5,3,0.0,49.09,49.09,一般地带
69,50,113.15075,23.02525,桂城街道,0,,0.0,0.0,14,4.4,1,0.0,42.35,42.35,一般地带
12,56,112.89425,23.05225,狮山镇,0,,0.0,0.0,3,4.5,1,0.0,32.9,32.9,一般地带
35,70,112.99775,23.11525,狮山镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
56,84,113.09225,23.17825,大沥镇,0,,0.0,0.0,2,4.0,1,0.0,28.76,28.76,一般地带
73,50,113.16875,23.02525,桂城街道,0,,0.0,0.0,5,4.05,2,0.0,36.8,36.8,一般地带
65,75,113.13275,23.13775,里水镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
74,75,113.17325,23.13775,里水镇,0,,0.0,0.0,2,3.8,1,0.0,27.96,27.96,一般地带
91,52,113.24975,23.03425,桂城街道,0,,0.0,0.0,1,2.9,1,0.0,21.34,21.34,双低空白
73,49,113.16875,23.02075,桂城街道,0,,0.0,0.0,5,3.9,2,0.0,36.2,36.2,一般地带
83,53,113.21375,23.03875,桂城街道,0,,0.0,0.0,4,3.6,1,0.0,30.96,30.96,一般地带
29,36,112.97075,22.96225,丹灶镇,0,,0.0,0.0,12,3.1,1,0.0,36.08,36.08,一般地带
70,57,113.15525,23.05675,桂城街道,0,,0.0,0.0,5,4.9,0,0.0,32.95,32.95,一般地带
67,55,113.14175,23.04775,桂城街道,0,,0.0,0.0,26,4.25,16,0.0,60.25,60.25,空心景点
67,51,113.14175,23.02975,桂城街道,0,,0.0,0.0,15,4.28,5,0.0,49.6,49.6,一般地带
43,80,113.03375,23.16025,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
69,57,113.15075,23.05675,桂城街道,0,,0.0,0.0,8,4.65,1,0.0,39.54,39.54,一般地带
41,77,113.02475,23.14675,狮山镇,0,,0.0,0.0,42,0.0,0,0.0,28.02,28.02,一般地带
39,63,113.01575,23.08375,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
70,59,113.15525,23.06575,桂城街道,0,,0.0,0.0,102,3.95,1,0.0,54.9,54.9,空心景点
74,51,113.17325,23.02975,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
72,52,113.16425,23.03425,桂城街道,0,,0.0,0.0,12,4.07,3,0.0,44.54,44.54,一般地带
62,63,113.11925,23.08375,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
70,52,113.15525,23.03425,桂城街道,0,,0.0,0.0,21,4.45,3,0.0,49.98,49.98,一般地带
48,75,113.05625,23.13775,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
37,72,113.00675,23.12425,狮山镇,0,,0.0,0.0,14,0.0,0,0.0,20.18,20.18,双低空白
56,58,113.09225,23.06125,狮山镇,0,,0.0,0.0,6,3.55,2,0.0,35.95,35.95,一般地带
70,105,113.15525,23.27275,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
45,57,113.04275,23.05675,狮山镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
66,71,113.13725,23.11975,大沥镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
58,105,113.10125,23.27275,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
80,85,113.20025,23.18275,里水镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
27,58,112.96175,23.06125,丹灶镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
32,33,112.98425,22.94875,西樵镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
48,67,113.05625,23.10175,狮山镇,0,,0.0,0.0,2,4.4,1,0.0,30.36,30.36,一般地带
41,75,113.02475,23.13775,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
24,50,112.94825,23.02525,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
18,53,112.92125,23.03875,丹灶镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
45,93,113.04275,23.21875,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,69,113.16875,23.11075,大沥镇,0,,0.0,0.0,11,2.7,1,0.0,33.89,33.89,一般地带
74,74,113.17325,23.13325,里水镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
79,54,113.19575,23.04325,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
51,94,113.06975,23.22325,狮山镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
58,68,113.10125,23.10625,大沥镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
15,54,112.90775,23.04325,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
71,89,113.15975,23.20075,里水镇,0,,0.0,0.0,11,4.0,1,0.0,39.09,39.09,一般地带
62,70,113.11925,23.11525,大沥镇,0,,0.0,0.0,18,0.0,0,0.0,21.94,21.94,双低空白
63,107,113.12375,23.28175,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
75,54,113.17775,23.04325,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,82,112.98425,23.16925,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
40,72,113.02025,23.12425,狮山镇,0,,0.0,0.0,3,3.8,2,0.0,32.78,32.78,一般地带
74,102,113.17325,23.25925,里水镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
33,20,112.98875,22.89025,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,3,112.98425,22.81375,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
60,87,113.11025,23.19175,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
67,52,113.14175,23.03425,桂城街道,0,,0.0,0.0,16,3.5,1,0.0,39.68,39.68,一般地带
43,66,113.03375,23.09725,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
53,87,113.07875,23.19175,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
56,78,113.09225,23.15125,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
62,92,113.11925,23.21425,里水镇,0,,0.0,0.0,2,3.8,1,0.0,27.96,27.96,一般地带
75,64,113.17775,23.08825,大沥镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
74,59,113.17325,23.06575,桂城街道,0,,0.0,0.0,7,4.1,1,0.0,36.47,36.47,一般地带
66,98,113.13725,23.24125,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
76,85,113.18225,23.18275,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
78,70,113.19125,23.11525,大沥镇,0,,0.0,0.0,17,3.6,1,0.0,40.51,40.51,一般地带
66,68,113.13725,23.10625,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
70,92,113.15525,23.21425,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
77,75,113.18675,23.13775,里水镇,0,,0.0,0.0,6,4.0,1,0.0,35.07,35.07,一般地带
49,59,113.06075,23.06575,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
81,84,113.20475,23.17825,里水镇,0,,0.0,0.0,2,4.1,1,0.0,29.16,29.16,一般地带
81,68,113.20475,23.10625,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
16,29,112.91225,22.93075,西樵镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
76,69,113.18225,23.11075,里水镇,0,,0.0,0.0,256,4.1,1,0.0,62.32,62.32,空心景点
58,78,113.10125,23.15125,狮山镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
23,55,112.94375,23.04775,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
67,94,113.14175,23.22325,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
13,35,112.89875,22.95775,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
88,43,113.23625,22.99375,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
69,56,113.15075,23.05225,桂城街道,0,,0.0,0.0,34,4.2,1,0.0,47.86,47.86,一般地带
73,51,113.16875,23.02975,桂城街道,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
